Date,Month,Tablet Window,Stone Tablet,Tablet Window Days,Title,Primary Theme,Cross-References,File Path
2026-08-12,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),When the Lungs Fail and the Fever Lingers_ Interceding in the Valley,Interceding in the Valley,10,Personal Space/memo/PLAUD Meditations/August/08-12 at 15_56 — When the Lungs Fail and the Fever Lingers_ Interceding in the Valley-Meditation.md
2026-08-12,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"The Architect, the Blood, and the Blessing That Draws the Battle","08-12 at 16_30 — The Architect, the Blood, and the Blessing That Draws the Battle",16,"Personal Space/memo/PLAUD Meditations/August/08-12 at 16_30 — The Architect, the Blood, and the Blessing That Draws the Battle-Meditation.md"
2026-08-13,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Moving the Carcass to Reach the Honey,08-13 at 12_30 — Moving the Carcass to Reach the Honey,14,Personal Space/memo/PLAUD Meditations/August/08-13 at 12_30 — Moving the Carcass to Reach the Honey-Meditation.md
2026-08-13,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Ten Thousand, the Empty Threshold, and Serving From the Hillside","08-13 at 15_45 — Ten Thousand, the Empty Threshold, and Serving From the Hillside",12,"Personal Space/memo/PLAUD Meditations/August/08-13 at 15_45 — Ten Thousand, the Empty Threshold, and Serving From the Hillside-Meditation.md"
2026-08-13,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),The Woodwork and the Way,08-13 at 17_16 — The Woodwork and the Way,11,Personal Space/memo/PLAUD Meditations/August/08-13 at 17_16 — The Woodwork and the Way-Meditation.md
2026-08-15,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Two Loaves in the House of a Drunken Brother,08-15 at 17_06 — Two Loaves in the House of a Drunken Brother,17,Personal Space/memo/PLAUD Meditations/August/08-15 at 17_06 — Two Loaves in the House of a Drunken Brother-Meditation.md
2026-08-16,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Festival Walkthrough_ West Fargo Renaissance Fair Activities and Crafts,West Fargo Renaissance Fair Activities and Crafts,10,Personal Space/memo/PLAUD Meditations/August/08-16 Festival Walkthrough_ West Fargo Renaissance Fair Activities and Crafts-Meditation.md
2026-08-16,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"The Wilderness, the Marketplace, and the Cornerstone","08-16 at 19_10 — The Wilderness, the Marketplace, and the Cornerstone",13,"Personal Space/memo/PLAUD Meditations/August/08-16 at 19_10 — The Wilderness, the Marketplace, and the Cornerstone-Meditation.md"
2026-08-17,August,VI/VII,Tablet VI + VII · The Night the Silence / Koinonia Takes Precedence,Aug 17 · seam-day,Sermon Reflection_ _He Gave Jesus_ — The One Door God Pointed To,_He Gave Jesus_ — The One Door God Pointed To,11,Personal Space/memo/PLAUD Meditations/August/08-17 Sermon Reflection_ _He Gave Jesus_ — The One Door God Pointed To-Meditation.md
2026-08-17,August,VI/VII,Tablet VI + VII · The Night the Silence / Koinonia Takes Precedence,Aug 17 · seam-day,"The Name the Darkness Could Not Speak, and the Servant Who Learned to Wait","08-17 at 19_05 — The Name the Darkness Could Not Speak, and the Servant Who Learned to Wait",17,"Personal Space/memo/PLAUD Meditations/August/08-17 at 19_05 — The Name the Darkness Could Not Speak, and the Servant Who Learned to Wait-Meditation.md"
2026-08-18,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),Call Reflection_ Spiritual Warfare and the Refining of Pride,Spiritual Warfare and the Refining of Pride,12,Personal Space/memo/PLAUD Meditations/August/08-18 Call Reflection_ Spiritual Warfare and the Refining of Pride-Meditation.md
2026-08-19,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),Let Your Yes Be Yes_ Integrity as the Currency of the Kingdom,Integrity as the Currency of the Kingdom,17,Personal Space/memo/PLAUD Meditations/August/08-19 at 04_51 — Let Your Yes Be Yes_ Integrity as the Currency of the Kingdom-Meditation.md
2026-08-19,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),When Darkness Strikes the House We Are Building,08-19 at 08_53 — When Darkness Strikes the House We Are Building,16,Personal Space/memo/PLAUD Meditations/August/08-19 at 08_53 — When Darkness Strikes the House We Are Building-Meditation.md
2026-08-19,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),Let Your Yes Be Yes_ Integrity Under Pressure,Integrity Under Pressure,15,Personal Space/memo/PLAUD Meditations/August/08-19 at 09_18 — Let Your Yes Be Yes_ Integrity Under Pressure-Meditation.md
2026-08-19,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),The Vocabulary of a Changed Man,08-19 at 09_46 — The Vocabulary of a Changed Man,9,Personal Space/memo/PLAUD Meditations/August/08-19 at 09_46 — The Vocabulary of a Changed Man-Meditation.md
2026-08-19,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),Iron Sharpens Iron in the Secret Place,08-19 at 10_46 — Iron Sharpens Iron in the Secret Place,11,Personal Space/memo/PLAUD Meditations/August/08-19 at 10_46 — Iron Sharpens Iron in the Secret Place-Meditation.md
2026-08-19,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),"The Distribution Layer, the Guaranteed Harvest, and the First Client Who Bit the Bullet","08-19 at 13_00 — The Distribution Layer, the Guaranteed Harvest, and the First Client Who Bit the Bullet",16,"Personal Space/memo/PLAUD Meditations/August/08-19 at 13_00 — The Distribution Layer, the Guaranteed Harvest, and the First Client Who Bit the Bullet-Meditation.md"
2026-08-19,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),"The Ledger, the Gate, and the Weight We Bear_ A Meditation on Stewardship, Scarcity, and the Keeping of the Fold","A Meditation on Stewardship, Scarcity, and the Keeping of the Fold",14,"Personal Space/memo/PLAUD Meditations/August/08-19 at 14_21 — The Ledger, the Gate, and the Weight We Bear_ A Meditation on Stewardship, Scarcity, and the Keeping of the Fold-Meditation.md"
2026-08-19,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),The Slow and Steady Building of a House,08-19 at 15_02 — The Slow and Steady Building of a House,17,Personal Space/memo/PLAUD Meditations/August/08-19 at 15_02 — The Slow and Steady Building of a House-Meditation.md
2026-08-20,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),The Refund That Cost Nothing to Deliver and Everything to Decide,08-20 at 19_15 — The Refund That Cost Nothing to Deliver and Everything to Decide,9,Personal Space/memo/PLAUD Meditations/August/08-20 at 19_15 — The Refund That Cost Nothing to Deliver and Everything to Decide-Meditation.md
2026-08-21,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),Reflection_ Spiritual Deliverance and a Father's Cancer Diagnosis,Spiritual Deliverance and a Father's Cancer Diagnosis,11,Personal Space/memo/PLAUD Meditations/August/08-21 Reflection_ Spiritual Deliverance and a Father's Cancer Diagnosis-Meditation.md
2026-08-22,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),I'll Catch You on the Other Side,08-22 at 18_36 — I'll Catch You on the Other Side,14,Personal Space/memo/PLAUD Meditations/August/08-22 at 18_36 — I'll Catch You on the Other Side-Meditation.md
2026-08-24,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),"Two Minutes From the Gate, A Brother Calls","08-24 at 15_43 — Two Minutes From the Gate, A Brother Calls",9,"Personal Space/memo/PLAUD Meditations/August/08-24 at 15_43 — Two Minutes From the Gate, A Brother Calls-Meditation.md"
2026-08-25,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),When the Will Is Done and the Debt Is Owed,08-25 at 04_53 — When the Will Is Done and the Debt Is Owed,11,Personal Space/memo/PLAUD Meditations/August/08-25 at 04_53 — When the Will Is Done and the Debt Is Owed-Meditation.md
2026-08-25,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),"Empty-Handed at the Threshold_ Faithfulness, Debt, and the Weight of a Promise","Faithfulness, Debt, and the Weight of a Promise",11,"Personal Space/memo/PLAUD Meditations/August/08-25 at 06_21 — Empty-Handed at the Threshold_ Faithfulness, Debt, and the Weight of a Promise-Meditation.md"
2026-08-25,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),When a Word Is No Longer a Bond,08-25 at 07_08 — When a Word Is No Longer a Bond,11,Personal Space/memo/PLAUD Meditations/August/08-25 at 07_08 — When a Word Is No Longer a Bond-Meditation.md
2026-08-26,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),Koinonia Takes Precedence,08-26 at 05_31 — Koinonia Takes Precedence,0,Personal Space/memo/PLAUD Meditations/August/08-26 at 05_31 — Koinonia Takes Precedence-Meditation.md
2026-08-28,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),Teaching Reflection_ Discerning the Grace of a Changing Season,"this is Seth's Aug 28 sermon-response file on **discerning the καιρός** — the appointed time. Prophet Lovy Elias's teaching frames the crisis: grace to pray boils in you, the en...",10,Personal Space/memo/PLAUD Meditations/August/08-28 Teaching Reflection_ Discerning the Grace of a Changing Season-Meditation.md
2026-08-28,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),Teaching Reflection_ The Measure of Love Is Surrender on Moriah,"this is Seth's Aug 28 sermon-response to Prophet Lovy Elias on **Moriah as the measure**. The file's cornerstone claim: love is proved by what is surrendered, not what is felt. ...",11,Personal Space/memo/PLAUD Meditations/August/08-28 Teaching Reflection_ The Measure of Love Is Surrender on Moriah-Meditation.md
2026-08-28,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),The Provision I Almost Died Owning,08-28 at 07_44 — The Provision I Almost Died Owning,14,Personal Space/memo/PLAUD Meditations/August/08-28 at 07_44 — The Provision I Almost Died Owning-Meditation.md
2026-08-28,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),"Counsel, Commission, and the Fellowship That Holds Us Together","08-28 at 13_36 — Counsel, Commission, and the Fellowship That Holds Us Together",14,"Personal Space/memo/PLAUD Meditations/August/08-28 at 13_36 — Counsel, Commission, and the Fellowship That Holds Us Together-Meditation.md"
2026-08-28,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),"The Phone Against the Ear, the Presence That Holds","08-28 at 16_40 — The Phone Against the Ear, the Presence That Holds",15,"Personal Space/memo/PLAUD Meditations/August/08-28 at 16_40 — The Phone Against the Ear, the Presence That Holds-Meditation.md"
2026-08-28,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),The Money on the Table and the Sober Word,08-28 at 16_56 — The Money on the Table and the Sober Word,14,Personal Space/memo/PLAUD Meditations/August/08-28 at 16_56 — The Money on the Table and the Sober Word-Meditation.md
2026-08-28,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),"I Gave Him You, Not the Answers","08-28 at 18_16 — I Gave Him You, Not the Answers",15,"Personal Space/memo/PLAUD Meditations/August/08-28 at 18_16 — I Gave Him You, Not the Answers-Meditation.md"
2026-08-28,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),The First Win Is the Confession,08-28 at 20_09 — The First Win Is the Confession,15,Personal Space/memo/PLAUD Meditations/August/08-28 at 20_09 — The First Win Is the Confession-Meditation.md
2026-08-28,August,VII,Tablet VII · Koinonia Takes Precedence,Aug 18 – Aug 28 (Volume IV),"The Third Door, the Leveled Table, and the Island of Only Faith","08-28 at 22_11 — The Third Door, the Leveled Table, and the Island of Only Faith",13,"Personal Space/memo/PLAUD Meditations/August/08-28 at 22_11 — The Third Door, the Leveled Table, and the Island of Only Faith-Meditation.md"
2026-08-29,August,VIII,Tablet VIII · Seed Register,Aug 29+ (still open),"The Signpost, the Secret Place, and the Cup of the Father's Will","08-29 at 20_23 — The Signpost, the Secret Place, and the Cup of the Father's Will",22,"Personal Space/memo/PLAUD Meditations/August/08-29 at 20_23 — The Signpost, the Secret Place, and the Cup of the Father's Will-Meditation.md"
2026-08-30,August,VIII,Tablet VIII · Seed Register,Aug 29+ (still open),Bible Study Reflection_ Filthy Garments and the Finished Work,Filthy Garments and the Finished Work,0,Personal Space/memo/PLAUD Meditations/August/08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md
2026-08-30,August,VIII,Tablet VIII · Seed Register,Aug 29+ (still open),Bible Study Reflection_ Filthy Garments and the Finished Work,Filthy Garments and the Finished Work,13,Personal Space/memo/PLAUD Meditations/August/08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-Speakly_meditation.md
2026-08-30,August,VIII,Tablet VIII · Seed Register,Aug 29+ (still open),Theological Meditation_ The Mirror-Gospel and Christ the Teacher Within,The Mirror-Gospel and Christ the Teacher Within,14,Personal Space/memo/PLAUD Meditations/August/08-30 Theological Meditation_ The Mirror-Gospel and Christ the Teacher Within-Meditation.md
2026-08-30,August,VIII,Tablet VIII · Seed Register,Aug 29+ (still open),The Man of the Flesh Held Me Hostage,08-30 at 08_01 — The Man of the Flesh Held Me Hostage,12,Personal Space/memo/PLAUD Meditations/August/08-30 at 08_01 — The Man of the Flesh Held Me Hostage-Meditation.md
2026-08-30,August,VIII,Tablet VIII · Seed Register,Aug 29+ (still open),The Man in the Mirror and the Christ Who Stands Between,08-30 at 08_38 — The Man in the Mirror and the Christ Who Stands Between,16,Personal Space/memo/PLAUD Meditations/August/08-30 at 08_38 — The Man in the Mirror and the Christ Who Stands Between-Meditation.md
2026-08-30,August,VIII,Tablet VIII · Seed Register,Aug 29+ (still open),The Compass in the Locked Room,08-30 at 20_04 — The Compass in the Locked Room,11,Personal Space/memo/PLAUD Meditations/August/08-30 at 20_04 — The Compass in the Locked Room-Meditation.md
2026-08-31,August,VIII,Tablet VIII · Seed Register,Aug 29+ (still open),The Anointing Is a Call Into Affliction,"this is Seth's Aug 31 · 10:43 teaching reflection on a former-Muslim preacher's doctrine: **""The anointing is a call into affliction, and if you don't see it that way, you will ...",7,Personal Space/memo/PLAUD Meditations/August/08-31 at 10_43 — The Anointing Is a Call Into Affliction-Meditation.md
2026-08-31,August,VIII,Tablet VIII · Seed Register,Aug 29+ (still open),The Vessel Must Serve the Witness,"this is Seth's Aug 31 · 11:23 call — **""The Vessel Must Serve the Witness.""** Samuel's first country song written from his heartbreak over Emily; Seth's Jordan Crossing digital ...",7,Personal Space/memo/PLAUD Meditations/August/08-31 at 11_23 — The Vessel Must Serve the Witness-Meditation.md
2026-09-01,September,VIII,Tablet VIII · Seed Register,Aug 29+ (still open),"Call Reflection_ Right Road, Wrong Name — Faith and the Refusal of Algorithms","this is Seth's Sep 1 · 09:23 domestic morning call — dishes undone, printer cartridge fumbled by a left hand that will no longer grip, three cats to be thrown out, pregnant wife...",7,"Personal Space/memo/PLAUD Meditations/September/09-01 Call Reflection_ Right Road, Wrong Name — Faith and the Refusal of Algorithms-Meditation.md"
